StateAb,State,X,Y,DistrictID,County,SchoolID,SchoolLevel,Location,F2F2020,Date,Employee,Student
FL,Florida,-82.615038,28.781961,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Homosassa Elementary,293,2020-09-04,0,0
FL,Florida,-82.336649,28.833186,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Inverness Primary,444,2020-09-04,0,0
FL,Florida,-82.496025,28.824621,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Lecanto Primary,589,2020-09-04,0,0
FL,Florida,-82.352905,28.823944,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Pleasant Grove Elementary,477,2020-09-04,0,0
FL,Florida,-82.535406,28.84969,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Rock Crusher Elementary,488,2020-09-04,0,0
FL,Florida,-82.587411,28.900956,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Crystal River Middle,667,2020-09-04,0,0
FL,Florida,-82.434265,28.974847,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Citrus Springs Middle,539,2020-09-04,0,0
FL,Florida,-82.344503,28.848724,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Inverness Middle,825,2020-09-04,0,0
FL,Florida,-82.497429,28.825002,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Lecanto Middle,626,2020-09-04,0,0
FL,Florida,-82.337769,28.834812,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Citrus High,1153,2020-09-04,0,0
FL,Florida,-82.580088,28.907109,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Crystal River High,910,2020-09-04,1,0
FL,Florida,-82.498743,28.824171,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Lecanto High,1347,2020-09-04,1,0
FL,Florida,-82.646273,28.902544,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Academy of Environmental Science,117,2020-09-04,0,0
FL,Florida,-82.49885,28.825527,1200270,Citrus,###############################################################################################################################################################################################################################################################,K-12,CREST,113,2020-09-04,0,0
FL,Florida,-82.497193,28.818305,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Renaissance Center,95,2020-09-04,0,0
FL,Florida,-82.347456,28.835933,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Withlacoochee Technical College,293,2020-09-04,0,0
FL,Florida,#N/A,#N/A,1200270,Citrus,#N/A,#N/A,District Offices ,#N/A,2020-09-04,0,0
FL,Florida,-82.646273,28.902544,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Academy of Environmental Science,117,10/20/2020,0,2
FL,Florida,-82.437823,28.973121,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Central Ridge Elementary,498,10/20/2020,0,4
FL,Florida,-82.337769,28.834812,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Citrus High,1153,10/20/2020,0,9
FL,Florida,-82.494338,28.981705,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Citrus Springs Elementary,522,10/20/2020,2,0
FL,Florida,-82.434265,28.974847,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Citrus Springs Middle,539,10/20/2020,0,0
FL,Florida,-82.49885,28.825527,1200270,Citrus,###############################################################################################################################################################################################################################################################,K-12,CREST,113,10/20/2020,3,1
FL,Florida,-82.580088,28.907109,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Crystal River High,910,10/20/2020,1,12
FL,Florida,-82.587411,28.900956,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Crystal River Middle,667,10/20/2020,6,7
FL,Florida,-82.578348,28.900356,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Crystal River Primary,485,10/20/2020,3,4
FL,Florida,-82.342374,28.834853,1200270,Citrus,###############################################################################################################################################################################################################################################################,NA,District-Wide Staff,0,10/20/2020,17,0
FL,Florida,-82.292788,28.752439,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Floral City Elementary,230,10/20/2020,0,0
FL,Florida,-82.444096,28.905311,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Forest Ridge Elementary,477,10/20/2020,2,4
FL,Florida,-82.384514,28.896537,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Hernando Elementary,539,10/20/2020,1,0
FL,Florida,-82.615038,28.781961,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Homosassa Elementary,293,10/20/2020,0,0
FL,Florida,-82.344503,28.848724,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Inverness Middle,825,10/20/2020,3,5
FL,Florida,-82.336649,28.833186,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Inverness Primary,444,10/20/2020,0,0
FL,Florida,-82.498743,28.824171,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Lecanto High,1347,10/20/2020,2,9
FL,Florida,-82.497429,28.825002,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Lecanto Middle,626,10/20/2020,1,2
FL,Florida,-82.496025,28.824621,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Lecanto Primary,589,10/20/2020,0,1
FL,Florida,-82.496593,28.818454,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,PACE,49,10/20/2020,0,0
FL,Florida,-82.352905,28.823944,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Pleasant Grove Elementary,477,10/20/2020,0,3
FL,Florida,-82.497193,28.818305,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Renaissance Center,95,10/20/2020,0,1
FL,Florida,-82.535406,28.84969,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Rock Crusher Elementary,488,10/20/2020,0,0
FL,Florida,-82.347456,28.835933,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Withlacoochee Technical College,293,10/20/2020,1,0
FL,Florida,-82.646273,28.902544,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Academy of Environmental Science,,10/22/2020,0,2
FL,Florida,-82.437823,28.973121,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Central Ridge Elementary,,,0,4
FL,Florida,-82.337769,28.834812,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Citrus High,,,0,10
FL,Florida,-82.494338,28.981705,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Citrus Springs Elementary,,,2,0
FL,Florida,-82.434265,28.974847,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Citrus Springs Middle,,,0,0
FL,Florida,-82.49885,28.825527,1200270,Citrus,###############################################################################################################################################################################################################################################################,K-12,CREST,,,3,1
FL,Florida,-82.580088,28.907109,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Crystal River High,,,1,12
FL,Florida,-82.587411,28.900956,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Crystal River Middle,,,6,7
FL,Florida,-82.578348,28.900356,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Crystal River Primary,,,3,4
FL,Florida,-82.342374,28.834853,1200270,Citrus,###############################################################################################################################################################################################################################################################,NA,District-Wide Staff,,,17,0
FL,Florida,-82.292788,28.752439,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Floral City Elementary,,,0,0
FL,Florida,-82.444096,28.905311,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Forest Ridge Elementary,,,2,4
FL,Florida,-82.384514,28.896537,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Hernando Elementary,,,1,0
FL,Florida,-82.615038,28.781961,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Homosassa Elementary,,,0,0
FL,Florida,-82.344503,28.848724,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Inverness Middle,,,3,5
FL,Florida,-82.336649,28.833186,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Inverness Primary,,,0,0
FL,Florida,-82.498743,28.824171,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Lecanto High,,,2,9
FL,Florida,-82.497429,28.825002,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Lecanto Middle,,,1,2
FL,Florida,-82.496025,28.824621,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Lecanto Primary,,,0,1
FL,Florida,-82.496593,28.818454,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,PACE,,,0,0
FL,Florida,-82.352905,28.823944,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Pleasant Grove Elementary,,,0,3
FL,Florida,-82.497193,28.818305,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Renaissance Center,,,0,1
FL,Florida,-82.535406,28.84969,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Rock Crusher Elementary,,,0,0
FL,Florida,-82.347456,28.835933,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Withlacoochee Technical College,,,1,0
